May 26 2022     00:49:02 am     Elt: 001200 Seconds.  Real Time: 001202
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,       24, 000
   9,      141, 000
  10,      145, 000
  11,      173, 000
  12,      153, 000
  13,      168, 000
  14,      174, 000
  15,      204, 000
  16,      212, 000
  17,      221, 000
  18,      221, 000
  19,      228, 000
  20,      247, 000
  21,      244, 000
  22,      288, 000
  23,      272, 000
  24,      279, 000
  25,      264, 000
  26,      251, 000
  27,      275, 000
  28,      290, 000
  29,      267, 000
  30,      280, 000
  31,      325, 000
  32,      331, 000
  33,      366, 000
  34,      371, 000
  35,      398, 000
  36,      429, 000
  37,      435, 000
  38,      450, 000
  39,      481, 000
  40,      509, 000
  41,      631, 000
  42,      523, 000
  43,      646, 000
  44,      639, 000
  45,      682, 000
  46,      714, 000
  47,      740, 000
  48,      746, 000
  49,      811, 000
  50,      824, 000
  51,      856, 000
  52,      876, 000
  53,      891, 000
  54,      932, 000
  55,     1005, 000
  56,      980, 000
  57,      979, 000
  58,     1066, 000
  59,     1001, 000
  60,      936, 000
  61,      952, 000
  62,      945, 000
  63,      937, 000
  64,      963, 000
  65,      958, 000
  66,      933, 000
  67,      901, 000
  68,      996, 000
  69,      955, 000
  70,      886, 000
  71,      943, 000
  72,      860, 000
  73,      881, 000
  74,      837, 000
  75,      893, 000
  76,      840, 000
  77,      845, 000
  78,      872, 000
  79,      851, 000
  80,      878, 000
  81,      856, 000
  82,      809, 000
  83,      836, 000
  84,      821, 000
  85,      745, 000
  86,      808, 000
  87,      815, 000
  88,      788, 000
  89,      752, 000
  90,      793, 000
  91,      771, 000
  92,      774, 000
  93,      775, 000
  94,      775, 000
  95,      737, 000
  96,      748, 000
  97,      749, 000
  98,      672, 000
  99,      714, 000
 100,      705, 000
 101,      701, 000
 102,      739, 000
 103,      630, 000
 104,      686, 000
 105,      640, 000
 106,      613, 000
 107,      674, 000
 108,      630, 000
 109,      626, 000
 110,      612, 000
 111,      650, 000
 112,      584, 000
 113,      612, 000
 114,      575, 000
 115,      603, 000
 116,      584, 000
 117,      533, 000
 118,      545, 000
 119,      540, 000
 120,      505, 000
 121,      549, 000
 122,      504, 000
 123,      507, 000
 124,      530, 000
 125,      496, 000
 126,      508, 000
 127,      462, 000
 128,      479, 000
 129,      526, 000
 130,      469, 000
 131,      469, 000
 132,      484, 000
 133,      494, 000
 134,      456, 000
 135,      480, 000
 136,      450, 000
 137,      445, 000
 138,      458, 000
 139,      431, 000
 140,      381, 000
 141,      369, 000
 142,      415, 000
 143,      395, 000
 144,      370, 000
 145,      378, 000
 146,      385, 000
 147,      359, 000
 148,      361, 000
 149,      353, 000
 150,      351, 000
 151,      365, 000
 152,      339, 000
 153,      382, 000
 154,      329, 000
 155,      326, 000
 156,      375, 000
 157,      346, 000
 158,      306, 000
 159,      338, 000
 160,      312, 000
 161,      361, 000
 162,      326, 000
 163,      347, 000
 164,      353, 000
 165,      320, 000
 166,      301, 000
 167,      333, 000
 168,      366, 000
 169,      307, 000
 170,      301, 000
 171,      288, 000
 172,      291, 000
 173,      272, 000
 174,      275, 000
 175,      246, 000
 176,      232, 000
 177,      238, 000
 178,      249, 000
 179,      253, 000
 180,      239, 000
 181,      245, 000
 182,      240, 000
 183,      222, 000
 184,      204, 000
 185,      221, 000
 186,      226, 000
 187,      222, 000
 188,      197, 000
 189,      206, 000
 190,      177, 000
 191,      204, 000
 192,      187, 000
 193,      176, 000
 194,      185, 000
 195,      187, 000
 196,      187, 000
 197,      177, 000
 198,      204, 000
 199,      181, 000
 200,      180, 000
 201,      205, 000
 202,      200, 000
 203,      161, 000
 204,      185, 000
 205,      165, 000
 206,      172, 000
 207,      177, 000
 208,      164, 000
 209,      159, 000
 210,      148, 000
 211,      154, 000
 212,      158, 000
 213,      153, 000
 214,      150, 000
 215,      155, 000
 216,      149, 000
 217,      130, 000
 218,      121, 000
 219,      120, 000
 220,      116, 000
 221,      124, 000
 222,      149, 000
 223,      136, 000
 224,      111, 000
 225,      123, 000
 226,      142, 000
 227,      141, 000
 228,      132, 000
 229,      140, 000
 230,      127, 000
 231,      134, 000
 232,      131, 000
 233,      147, 000
 234,      126, 000
 235,      142, 000
 236,      114, 000
 237,      123, 000
 238,      136, 000
 239,      139, 000
 240,      137, 000
 241,      130, 000
 242,      122, 000
 243,      110, 000
 244,      117, 000
 245,      112, 000
 246,      121, 000
 247,      107, 000
 248,       95, 000
 249,      101, 000
 250,       91, 000
 251,      103, 000
 252,      100, 000
 253,      101, 000
 254,       69, 000
 255,       90, 000
 256,      102, 000
 257,       79, 000
 258,       82, 000
 259,       77, 000
 260,       94, 000
 261,      104, 000
 262,       81, 000
 263,       90, 000
 264,       59, 000
 265,       89, 000
 266,       74, 000
 267,       71, 000
 268,       71, 000
 269,       82, 000
 270,       80, 000
 271,       82, 000
 272,       70, 000
 273,       81, 000
 274,       78, 000
 275,       75, 000
 276,       62, 000
 277,       71, 000
 278,       66, 000
 279,       70, 000
 280,       76, 000
 281,       61, 000
 282,       66, 000
 283,       63, 000
 284,       64, 000
 285,       57, 000
 286,       63, 000
 287,       53, 000
 288,       59, 000
 289,       75, 000
 290,       63, 000
 291,       68, 000
 292,       72, 000
 293,       68, 000
 294,       58, 000
 295,       64, 000
 296,       50, 000
 297,       50, 000
 298,       60, 000
 299,       68, 000
 300,       76, 000
 301,       68, 000
 302,       52, 000
 303,       55, 000
 304,       51, 000
 305,       44, 000
 306,       51, 000
 307,       57, 000
 308,       50, 000
 309,       49, 000
 310,       55, 000
 311,       51, 000
 312,       42, 000
 313,       45, 000
 314,       56, 000
 315,       56, 000
 316,       46, 000
 317,       39, 000
 318,       65, 000
 319,       65, 000
 320,       51, 000
 321,       59, 000
 322,       53, 000
 323,       60, 000
 324,       54, 000
 325,       55, 000
 326,       53, 000
 327,       50, 000
 328,       47, 000
 329,       61, 000
 330,       41, 000
 331,       38, 000
 332,       43, 000
 333,       49, 000
 334,       51, 000
 335,       47, 000
 336,       37, 000
 337,       55, 000
 338,       37, 000
 339,       47, 000
 340,       57, 000
 341,       47, 000
 342,       31, 000
 343,       52, 000
 344,       49, 000
 345,       46, 000
 346,       41, 000
 347,       55, 000
 348,       39, 000
 349,       42, 000
 350,       44, 000
 351,       32, 000
 352,       32, 000
 353,       42, 000
 354,       35, 000
 355,       39, 000
 356,       53, 000
 357,       62, 000
 358,       33, 000
 359,       45, 000
 360,       37, 000
 361,       50, 000
 362,       35, 000
 363,       36, 000
 364,       38, 000
 365,       48, 000
 366,       35, 000
 367,       37, 000
 368,       26, 000
 369,       47, 000
 370,       44, 000
 371,       39, 000
 372,       44, 000
 373,       51, 000
 374,       26, 000
 375,       43, 000
 376,       42, 000
 377,       34, 000
 378,       45, 000
 379,       38, 000
 380,       35, 000
 381,       38, 000
 382,       45, 000
 383,       40, 000
 384,       41, 000
 385,       35, 000
 386,       39, 000
 387,       41, 000
 388,       45, 000
 389,       52, 000
 390,       50, 000
 391,       41, 000
 392,       50, 000
 393,       44, 000
 394,       37, 000
 395,       53, 000
 396,       35, 000
 397,       44, 000
 398,       53, 000
 399,       43, 000
 400,       41, 000
 401,       36, 000
 402,       63, 000
 403,       54, 000
 404,       46, 000
 405,       43, 000
 406,       49, 000
 407,       49, 000
 408,       41, 000
 409,       50, 000
 410,       41, 000
 411,       41, 000
 412,       37, 000
 413,       48, 000
 414,       40, 000
 415,       51, 000
 416,       42, 000
 417,       36, 000
 418,       53, 000
 419,       41, 000
 420,       33, 000
 421,       32, 000
 422,       36, 000
 423,       40, 000
 424,       30, 000
 425,       32, 000
 426,       33, 000
 427,       44, 000
 428,       40, 000
 429,       43, 000
 430,       35, 000
 431,       37, 000
 432,       43, 000
 433,       56, 000
 434,       43, 000
 435,       42, 000
 436,       44, 000
 437,       32, 000
 438,       35, 000
 439,       42, 000
 440,       53, 000
 441,       43, 000
 442,       51, 000
 443,       40, 000
 444,       41, 000
 445,       32, 000
 446,       21, 000
 447,       35, 000
 448,       36, 000
 449,       33, 000
 450,       38, 000
 451,       23, 000
 452,       27, 000
 453,       33, 000
 454,       29, 000
 455,       29, 000
 456,       37, 000
 457,       28, 000
 458,       25, 000
 459,       28, 000
 460,       25, 000
 461,       28, 000
 462,       26, 000
